Date,Magasin,Produit_ID,Quantité_vendue,Canal,Prix_unitaire,CA
2024-01-19,Magasin_2,Produit_4,4,À emporter,9.38,37.52
2024-01-19,Magasin_2,Produit_2,3,À emporter,14.31,42.93
2024-01-19,Magasin_2,Produit_12,8,À emporter,14.58,116.64
2024-01-19,Magasin_3,Produit_14,1,Sur place,3.97,3.97
2024-01-19,Magasin_3,Produit_20,3,Sur place,5.08,15.24
2024-01-19,Magasin_3,Produit_5,7,À emporter,3.18,22.26
2024-01-19,Magasin_3,Produit_17,5,Sur place,5.26,26.299999999999997
2024-01-19,Magasin_3,Produit_10,9,À emporter,10.91,98.19
2024-01-19,Magasin_3,Produit_9,5,À emporter,9.42,47.1
2024-01-19,Magasin_3,Produit_1,4,Sur place,6.24,24.96
2024-01-19,Magasin_3,Produit_2,5,Sur place,14.31,71.55
2024-01-19,Magasin_3,Produit_8,7,À emporter,13.13,91.91000000000001
2024-01-19,Magasin_3,Produit_7,3,Sur place,1.81,5.43
2024-01-19,Magasin_4,Produit_8,6,À emporter,13.13,78.78
2024-01-19,Magasin_4,Produit_7,7,Sur place,1.81,12.67
2024-01-19,Magasin_4,Produit_19,4,Sur place,7.05,28.2
2024-01-19,Magasin_4,Produit_14,4,Sur place,3.97,15.88
2024-01-19,Magasin_4,Produit_6,4,Sur place,3.18,12.72
2024-01-19,Magasin_4,Produit_3,3,Sur place,11.25,33.75
2024-01-19,Magasin_4,Produit_20,4,À emporter,5.08,20.32
2024-01-19,Magasin_4,Produit_15,2,À emporter,3.55,7.1
2024-01-19,Magasin_4,Produit_17,7,Sur place,5.26,36.82
2024-01-19,Magasin_4,Produit_1,6,Sur place,6.24,37.44
2024-01-19,Magasin_5,Produit_4,7,Sur place,9.38,65.66000000000001
2024-01-19,Magasin_5,Produit_15,5,À emporter,3.55,17.75
2024-01-19,Magasin_5,Produit_16,4,Sur place,3.57,14.28
2024-01-19,Magasin_5,Produit_7,5,À emporter,1.81,9.05
2024-01-19,Magasin_5,Produit_5,4,Sur place,3.18,12.72
2024-01-19,Magasin_5,Produit_2,7,À emporter,14.31,100.17
2024-01-19,Magasin_5,Produit_20,5,À emporter,5.08,25.4
2024-01-19,Magasin_5,Produit_11,6,À emporter,1.29,7.74
2024-01-19,Magasin_5,Produit_10,5,À emporter,10.91,54.55
2024-01-19,Magasin_5,Produit_13,2,Sur place,12.65,25.3
2024-01-20,Magasin_1,Produit_15,4,À emporter,3.55,14.2
2024-01-20,Magasin_1,Produit_20,4,À emporter,5.08,20.32
2024-01-20,Magasin_1,Produit_5,6,Sur place,3.18,19.080000000000002
2024-01-20,Magasin_1,Produit_3,11,À emporter,11.25,123.75
2024-01-20,Magasin_1,Produit_18,6,À emporter,8.35,50.099999999999994
2024-01-20,Magasin_1,Produit_2,8,À emporter,14.31,114.48
2024-01-20,Magasin_1,Produit_6,5,À emporter,3.18,15.9
2024-01-20,Magasin_1,Produit_8,3,À emporter,13.13,39.39
2024-01-20,Magasin_1,Produit_4,5,À emporter,9.38,46.900000000000006
2024-01-20,Magasin_1,Produit_16,1,Sur place,3.57,3.57
2024-01-20,Magasin_2,Produit_2,8,Sur place,14.31,114.48
2024-01-20,Magasin_2,Produit_18,6,À emporter,8.35,50.099999999999994
2024-01-20,Magasin_2,Produit_13,4,Sur place,12.65,50.6
2024-01-20,Magasin_2,Produit_4,7,Sur place,9.38,65.66000000000001
2024-01-20,Magasin_2,Produit_15,1,Sur place,3.55,3.55
2024-01-20,Magasin_2,Produit_1,7,Sur place,6.24,43.68
2024-01-20,Magasin_2,Produit_10,3,À emporter,10.91,32.730000000000004
2024-01-20,Magasin_2,Produit_7,9,À emporter,1.81,16.29
2024-01-20,Magasin_2,Produit_12,4,À emporter,14.58,58.32
2024-01-20,Magasin_2,Produit_8,2,À emporter,13.13,26.26
2024-01-20,Magasin_3,Produit_16,4,À emporter,3.57,14.28
2024-01-20,Magasin_3,Produit_13,6,Sur place,12.65,75.9
2024-01-20,Magasin_3,Produit_8,2,Sur place,13.13,26.26
2024-01-20,Magasin_3,Produit_15,1,À emporter,3.55,3.55
2024-01-20,Magasin_3,Produit_4,7,À emporter,9.38,65.66000000000001
2024-01-20,Magasin_3,Produit_12,7,À emporter,14.58,102.06
2024-01-20,Magasin_3,Produit_6,6,Sur place,3.18,19.080000000000002
2024-01-20,Magasin_3,Produit_9,8,À emporter,9.42,75.36
2024-01-20,Magasin_3,Produit_19,7,Sur place,7.05,49.35
2024-01-20,Magasin_3,Produit_3,5,Sur place,11.25,56.25
2024-01-20,Magasin_4,Produit_3,6,Sur place,11.25,67.5
2024-01-20,Magasin_4,Produit_20,6,À emporter,5.08,30.48
2024-01-20,Magasin_4,Produit_2,7,À emporter,14.31,100.17
2024-01-20,Magasin_4,Produit_7,6,À emporter,1.81,10.86
2024-01-20,Magasin_4,Produit_14,3,À emporter,3.97,11.91
2024-01-20,Magasin_4,Produit_16,3,À emporter,3.57,10.709999999999999
2024-01-20,Magasin_4,Produit_10,1,Sur place,10.91,10.91
2024-01-20,Magasin_4,Produit_11,5,Sur place,1.29,6.45
2024-01-20,Magasin_4,Produit_12,3,Sur place,14.58,43.74
2024-01-20,Magasin_4,Produit_4,9,À emporter,9.38,84.42
2024-01-20,Magasin_5,Produit_11,8,Sur place,1.29,10.32
2024-01-20,Magasin_5,Produit_6,4,Sur place,3.18,12.72
2024-01-20,Magasin_5,Produit_9,2,À emporter,9.42,18.84
2024-01-20,Magasin_5,Produit_16,3,À emporter,3.57,10.709999999999999
2024-01-20,Magasin_5,Produit_14,2,À emporter,3.97,7.94
2024-01-20,Magasin_5,Produit_19,4,À emporter,7.05,28.2
2024-01-20,Magasin_5,Produit_12,4,À emporter,14.58,58.32
2024-01-20,Magasin_5,Produit_2,5,Sur place,14.31,71.55
2024-01-20,Magasin_5,Produit_7,8,À emporter,1.81,14.48
2024-01-20,Magasin_5,Produit_4,6,À emporter,9.38,56.28
2024-01-21,Magasin_1,Produit_15,3,Sur place,3.55,10.649999999999999
2024-01-21,Magasin_1,Produit_2,5,Sur place,14.31,71.55
2024-01-21,Magasin_1,Produit_18,6,À emporter,8.35,50.099999999999994
2024-01-21,Magasin_1,Produit_11,3,Sur place,1.29,3.87
2024-01-21,Magasin_1,Produit_4,8,À emporter,9.38,75.04
2024-01-21,Magasin_1,Produit_9,8,Sur place,9.42,75.36
2024-01-21,Magasin_1,Produit_3,5,Sur place,11.25,56.25
2024-01-21,Magasin_1,Produit_17,4,Sur place,5.26,21.04
2024-01-21,Magasin_1,Produit_6,2,À emporter,3.18,6.36
2024-01-21,Magasin_1,Produit_10,6,Sur place,10.91,65.46000000000001
2024-01-21,Magasin_2,Produit_1,5,À emporter,6.24,31.200000000000003
2024-01-21,Magasin_2,Produit_19,6,À emporter,7.05,42.3
2024-01-21,Magasin_2,Produit_5,7,Sur place,3.18,22.26
2024-01-21,Magasin_2,Produit_4,3,À emporter,9.38,28.14
2024-01-21,Magasin_2,Produit_3,9,Sur place,11.25,101.25
2024-01-21,Magasin_2,Produit_18,2,Sur place,8.35,16.7
2024-01-21,Magasin_2,Produit_11,0,Sur place,1.29,0.0
2024-01-21,Magasin_2,Produit_20,6,À emporter,5.08,30.48
2024-01-21,Magasin_2,Produit_6,4,À emporter,3.18,12.72
2024-01-21,Magasin_2,Produit_17,6,Sur place,5.26,31.56
2024-01-21,Magasin_3,Produit_7,4,Sur place,1.81,7.24
2024-01-21,Magasin_3,Produit_11,5,Sur place,1.29,6.45
2024-01-21,Magasin_3,Produit_2,2,À emporter,14.31,28.62
2024-01-21,Magasin_3,Produit_5,5,Sur place,3.18,15.9
2024-01-21,Magasin_3,Produit_12,4,À emporter,14.58,58.32
2024-01-21,Magasin_3,Produit_6,3,Sur place,3.18,9.540000000000001
2024-01-21,Magasin_3,Produit_14,5,Sur place,3.97,19.85
2024-01-21,Magasin_3,Produit_13,3,Sur place,12.65,37.95
2024-01-21,Magasin_3,Produit_4,3,À emporter,9.38,28.14
2024-01-21,Magasin_3,Produit_10,4,À emporter,10.91,43.64
2024-01-21,Magasin_4,Produit_11,8,À emporter,1.29,10.32
2024-01-21,Magasin_4,Produit_10,5,Sur place,10.91,54.55
2024-01-21,Magasin_4,Produit_7,4,À emporter,1.81,7.24
2024-01-21,Magasin_4,Produit_9,4,À emporter,9.42,37.68
2024-01-21,Magasin_4,Produit_18,4,À emporter,8.35,33.4
2024-01-21,Magasin_4,Produit_14,4,À emporter,3.97,15.88
2024-01-21,Magasin_4,Produit_1,7,Sur place,6.24,43.68
2024-01-21,Magasin_4,Produit_2,8,À emporter,14.31,114.48
2024-01-21,Magasin_4,Produit_15,7,À emporter,3.55,24.849999999999998
2024-01-21,Magasin_4,Produit_13,3,À emporter,12.65,37.95
2024-01-21,Magasin_5,Produit_17,6,À emporter,5.26,31.56
2024-01-21,Magasin_5,Produit_3,6,À emporter,11.25,67.5
2024-01-21,Magasin_5,Produit_8,4,À emporter,13.13,52.52
2024-01-21,Magasin_5,Produit_11,6,Sur place,1.29,7.74
2024-01-21,Magasin_5,Produit_16,9,À emporter,3.57,32.129999999999995
2024-01-21,Magasin_5,Produit_12,6,À emporter,14.58,87.48
2024-01-21,Magasin_5,Produit_20,4,À emporter,5.08,20.32
2024-01-21,Magasin_5,Produit_9,6,Sur place,9.42,56.519999999999996
2024-01-21,Magasin_5,Produit_15,7,À emporter,3.55,24.849999999999998
2024-01-21,Magasin_5,Produit_19,4,À emporter,7.05,28.2
2024-01-22,Magasin_1,Produit_1,3,À emporter,6.24,18.72
2024-01-22,Magasin_1,Produit_4,4,À emporter,9.38,37.52
2024-01-22,Magasin_1,Produit_16,5,À emporter,3.57,17.849999999999998
2024-01-22,Magasin_1,Produit_5,3,Sur place,3.18,9.540000000000001
2024-01-22,Magasin_1,Produit_8,5,Sur place,13.13,65.65
2024-01-22,Magasin_1,Produit_15,3,Sur place,3.55,10.649999999999999
2024-01-22,Magasin_1,Produit_9,5,À emporter,9.42,47.1
2024-01-22,Magasin_1,Produit_18,5,À emporter,8.35,41.75
2024-01-22,Magasin_1,Produit_10,5,Sur place,10.91,54.55
2024-01-22,Magasin_1,Produit_13,6,Sur place,12.65,75.9
2024-01-22,Magasin_2,Produit_2,6,Sur place,14.31,85.86
2024-01-22,Magasin_2,Produit_8,6,Sur place,13.13,78.78
2024-01-22,Magasin_2,Produit_11,5,À emporter,1.29,6.45
2024-01-22,Magasin_2,Produit_18,7,À emporter,8.35,58.449999999999996
2024-01-22,Magasin_2,Produit_6,3,Sur place,3.18,9.540000000000001
2024-01-22,Magasin_2,Produit_7,5,À emporter,1.81,9.05
2024-01-22,Magasin_2,Produit_1,7,À emporter,6.24,43.68
2024-01-22,Magasin_2,Produit_17,2,Sur place,5.26,10.52
2024-01-22,Magasin_2,Produit_15,8,Sur place,3.55,28.4
2024-01-22,Magasin_2,Produit_14,4,À emporter,3.97,15.88
2024-01-22,Magasin_3,Produit_12,2,Sur place,14.58,29.16
2024-01-22,Magasin_3,Produit_19,5,Sur place,7.05,35.25
2024-01-22,Magasin_3,Produit_9,5,À emporter,9.42,47.1
2024-01-22,Magasin_3,Produit_4,4,À emporter,9.38,37.52
2024-01-22,Magasin_3,Produit_11,6,À emporter,1.29,7.74
2024-01-22,Magasin_3,Produit_14,8,À emporter,3.97,31.76
2024-01-22,Magasin_3,Produit_7,4,Sur place,1.81,7.24
2024-01-22,Magasin_3,Produit_2,3,À emporter,14.31,42.93
2024-01-22,Magasin_3,Produit_15,6,Sur place,3.55,21.299999999999997
2024-01-22,Magasin_3,Produit_5,4,Sur place,3.18,12.72
2024-01-22,Magasin_4,Produit_16,2,Sur place,3.57,7.14
2024-01-22,Magasin_4,Produit_13,3,À emporter,12.65,37.95
2024-01-22,Magasin_4,Produit_9,1,À emporter,9.42,9.42
2024-01-22,Magasin_4,Produit_1,9,Sur place,6.24,56.160000000000004
2024-01-22,Magasin_4,Produit_14,5,À emporter,3.97,19.85
2024-01-22,Magasin_4,Produit_18,3,Sur place,8.35,25.049999999999997
2024-01-22,Magasin_4,Produit_12,4,Sur place,14.58,58.32
2024-01-22,Magasin_4,Produit_20,3,À emporter,5.08,15.24
2024-01-22,Magasin_4,Produit_19,4,À emporter,7.05,28.2
2024-01-22,Magasin_4,Produit_5,6,Sur place,3.18,19.080000000000002
2024-01-22,Magasin_5,Produit_16,4,À emporter,3.57,14.28
2024-01-22,Magasin_5,Produit_6,2,À emporter,3.18,6.36
2024-01-22,Magasin_5,Produit_19,6,Sur place,7.05,42.3
2024-01-22,Magasin_5,Produit_1,3,À emporter,6.24,18.72
2024-01-22,Magasin_5,Produit_17,6,Sur place,5.26,31.56
2024-01-22,Magasin_5,Produit_9,2,Sur place,9.42,18.84
2024-01-22,Magasin_5,Produit_20,8,Sur place,5.08,40.64
2024-01-22,Magasin_5,Produit_4,3,Sur place,9.38,28.14
2024-01-22,Magasin_5,Produit_18,6,À emporter,8.35,50.099999999999994
2024-01-22,Magasin_5,Produit_11,4,À emporter,1.29,5.16
2024-01-23,Magasin_1,Produit_17,5,À emporter,5.26,26.299999999999997
2024-01-23,Magasin_1,Produit_20,6,Sur place,5.08,30.48
2024-01-23,Magasin_1,Produit_6,1,Sur place,3.18,3.18
2024-01-23,Magasin_1,Produit_13,5,À emporter,12.65,63.25
2024-01-23,Magasin_1,Produit_15,7,À emporter,3.55,24.849999999999998
2024-01-23,Magasin_1,Produit_18,6,À emporter,8.35,50.099999999999994
2024-01-23,Magasin_1,Produit_8,6,À emporter,13.13,78.78
2024-01-23,Magasin_1,Produit_12,7,À emporter,14.58,102.06
2024-01-23,Magasin_1,Produit_2,4,À emporter,14.31,57.24
2024-01-23,Magasin_1,Produit_11,3,Sur place,1.29,3.87
2024-01-23,Magasin_2,Produit_4,8,À emporter,9.38,75.04
2024-01-23,Magasin_2,Produit_17,4,À emporter,5.26,21.04
2024-01-23,Magasin_2,Produit_10,5,À emporter,10.91,54.55
2024-01-23,Magasin_2,Produit_8,5,Sur place,13.13,65.65
2024-01-23,Magasin_2,Produit_18,3,Sur place,8.35,25.049999999999997
2024-01-23,Magasin_2,Produit_7,9,À emporter,1.81,16.29
2024-01-23,Magasin_2,Produit_5,8,À emporter,3.18,25.44
2024-01-23,Magasin_2,Produit_1,6,Sur place,6.24,37.44
2024-01-23,Magasin_2,Produit_19,3,Sur place,7.05,21.15
2024-01-23,Magasin_2,Produit_12,5,À emporter,14.58,72.9
2024-01-23,Magasin_3,Produit_19,5,Sur place,7.05,35.25
2024-01-23,Magasin_3,Produit_11,5,Sur place,1.29,6.45
2024-01-23,Magasin_3,Produit_18,3,À emporter,8.35,25.049999999999997
2024-01-23,Magasin_3,Produit_2,7,Sur place,14.31,100.17
2024-01-23,Magasin_3,Produit_20,3,À emporter,5.08,15.24
2024-01-23,Magasin_3,Produit_14,0,À emporter,3.97,0.0
2024-01-23,Magasin_3,Produit_7,6,Sur place,1.81,10.86
2024-01-23,Magasin_3,Produit_6,6,Sur place,3.18,19.080000000000002
2024-01-23,Magasin_3,Produit_12,4,Sur place,14.58,58.32
2024-01-23,Magasin_3,Produit_13,5,Sur place,12.65,63.25
2024-01-23,Magasin_4,Produit_1,9,À emporter,6.24,56.160000000000004
2024-01-23,Magasin_4,Produit_13,5,À emporter,12.65,63.25
2024-01-23,Magasin_4,Produit_19,4,Sur place,7.05,28.2
2024-01-23,Magasin_4,Produit_14,3,Sur place,3.97,11.91
2024-01-23,Magasin_4,Produit_12,6,À emporter,14.58,87.48
2024-01-23,Magasin_4,Produit_9,2,Sur place,9.42,18.84
2024-01-23,Magasin_4,Produit_16,6,Sur place,3.57,21.419999999999998
2024-01-23,Magasin_4,Produit_15,6,Sur place,3.55,21.299999999999997
2024-01-23,Magasin_4,Produit_17,6,Sur place,5.26,31.56
2024-01-23,Magasin_4,Produit_10,5,Sur place,10.91,54.55
2024-01-23,Magasin_5,Produit_8,3,À emporter,13.13,39.39
2024-01-23,Magasin_5,Produit_3,4,Sur place,11.25,45.0
2024-01-23,Magasin_5,Produit_10,4,Sur place,10.91,43.64
2024-01-23,Magasin_5,Produit_6,5,Sur place,3.18,15.9
2024-01-23,Magasin_5,Produit_4,4,Sur place,9.38,37.52
2024-01-23,Magasin_5,Produit_11,4,À emporter,1.29,5.16
2024-01-23,Magasin_5,Produit_1,5,À emporter,6.24,31.200000000000003
2024-01-23,Magasin_5,Produit_18,5,Sur place,8.35,41.75
2024-01-23,Magasin_5,Produit_19,5,À emporter,7.05,35.25
2024-01-23,Magasin_5,Produit_15,7,À emporter,3.55,24.849999999999998
2024-01-24,Magasin_1,Produit_18,3,Sur place,8.35,25.049999999999997
2024-01-24,Magasin_1,Produit_10,2,À emporter,10.91,21.82
2024-01-24,Magasin_1,Produit_15,4,Sur place,3.55,14.2
2024-01-24,Magasin_1,Produit_8,4,À emporter,13.13,52.52
2024-01-24,Magasin_1,Produit_13,6,À emporter,12.65,75.9
2024-01-24,Magasin_1,Produit_12,3,À emporter,14.58,43.74
2024-01-24,Magasin_1,Produit_9,5,Sur place,9.42,47.1
2024-01-24,Magasin_1,Produit_11,5,À emporter,1.29,6.45
2024-01-24,Magasin_1,Produit_19,5,Sur place,7.05,35.25
2024-01-24,Magasin_1,Produit_20,5,Sur place,5.08,25.4
2024-01-24,Magasin_2,Produit_14,3,À emporter,3.97,11.91
2024-01-24,Magasin_2,Produit_10,10,Sur place,10.91,109.1
2024-01-24,Magasin_2,Produit_13,5,Sur place,12.65,63.25
2024-01-24,Magasin_2,Produit_20,4,Sur place,5.08,20.32
2024-01-24,Magasin_2,Produit_5,4,À emporter,3.18,12.72
2024-01-24,Magasin_2,Produit_19,7,Sur place,7.05,49.35
2024-01-24,Magasin_2,Produit_6,3,Sur place,3.18,9.540000000000001
2024-01-24,Magasin_2,Produit_7,6,À emporter,1.81,10.86
2024-01-24,Magasin_2,Produit_15,2,À emporter,3.55,7.1
2024-01-24,Magasin_2,Produit_18,4,À emporter,8.35,33.4
2024-01-24,Magasin_3,Produit_15,4,Sur place,3.55,14.2
2024-01-24,Magasin_3,Produit_19,4,À emporter,7.05,28.2
2024-01-24,Magasin_3,Produit_5,8,Sur place,3.18,25.44
2024-01-24,Magasin_3,Produit_17,5,Sur place,5.26,26.299999999999997
2024-01-24,Magasin_3,Produit_13,8,À emporter,12.65,101.2
2024-01-24,Magasin_3,Produit_3,5,À emporter,11.25,56.25
2024-01-24,Magasin_3,Produit_20,7,À emporter,5.08,35.56
2024-01-24,Magasin_3,Produit_6,8,Sur place,3.18,25.44
2024-01-24,Magasin_3,Produit_10,3,À emporter,10.91,32.730000000000004
2024-01-24,Magasin_3,Produit_7,4,Sur place,1.81,7.24
2024-01-24,Magasin_4,Produit_5,6,À emporter,3.18,19.080000000000002
2024-01-24,Magasin_4,Produit_2,4,À emporter,14.31,57.24
2024-01-24,Magasin_4,Produit_18,4,À emporter,8.35,33.4
2024-01-24,Magasin_4,Produit_13,6,À emporter,12.65,75.9
2024-01-24,Magasin_4,Produit_1,2,Sur place,6.24,12.48
2024-01-24,Magasin_4,Produit_9,4,À emporter,9.42,37.68
2024-01-24,Magasin_4,Produit_17,2,Sur place,5.26,10.52
2024-01-24,Magasin_4,Produit_15,8,À emporter,3.55,28.4
2024-01-24,Magasin_4,Produit_7,7,Sur place,1.81,12.67
2024-01-24,Magasin_4,Produit_3,2,À emporter,11.25,22.5
2024-01-24,Magasin_5,Produit_14,5,Sur place,3.97,19.85
2024-01-24,Magasin_5,Produit_18,6,Sur place,8.35,50.099999999999994
2024-01-24,Magasin_5,Produit_3,7,Sur place,11.25,78.75
2024-01-24,Magasin_5,Produit_17,7,Sur place,5.26,36.82
2024-01-24,Magasin_5,Produit_15,7,Sur place,3.55,24.849999999999998
2024-01-24,Magasin_5,Produit_13,6,À emporter,12.65,75.9
2024-01-24,Magasin_5,Produit_11,5,Sur place,1.29,6.45
2024-01-24,Magasin_5,Produit_12,5,À emporter,14.58,72.9
2024-01-24,Magasin_5,Produit_6,8,À emporter,3.18,25.44
2024-01-24,Magasin_5,Produit_16,7,Sur place,3.57,24.99
2024-01-25,Magasin_1,Produit_10,4,Sur place,10.91,43.64
2024-01-25,Magasin_1,Produit_4,5,À emporter,9.38,46.900000000000006
2024-01-25,Magasin_1,Produit_14,8,À emporter,3.97,31.76
2024-01-25,Magasin_1,Produit_12,5,À emporter,14.58,72.9
2024-01-25,Magasin_1,Produit_3,2,À emporter,11.25,22.5
2024-01-25,Magasin_1,Produit_20,3,À emporter,5.08,15.24
2024-01-25,Magasin_1,Produit_8,7,Sur place,13.13,91.91000000000001
2024-01-25,Magasin_1,Produit_13,3,À emporter,12.65,37.95
2024-01-25,Magasin_1,Produit_6,8,À emporter,3.18,25.44
2024-01-25,Magasin_1,Produit_15,1,Sur place,3.55,3.55
2024-01-25,Magasin_2,Produit_5,5,À emporter,3.18,15.9
2024-01-25,Magasin_2,Produit_15,3,À emporter,3.55,10.649999999999999
2024-01-25,Magasin_2,Produit_7,5,À emporter,1.81,9.05
2024-01-25,Magasin_2,Produit_6,5,À emporter,3.18,15.9
2024-01-25,Magasin_2,Produit_20,2,Sur place,5.08,10.16
2024-01-25,Magasin_2,Produit_1,7,À emporter,6.24,43.68
2024-01-25,Magasin_2,Produit_11,2,À emporter,1.29,2.58
2024-01-25,Magasin_2,Produit_3,4,Sur place,11.25,45.0
2024-01-25,Magasin_2,Produit_2,5,Sur place,14.31,71.55
2024-01-25,Magasin_2,Produit_13,4,Sur place,12.65,50.6
2024-01-25,Magasin_3,Produit_11,4,Sur place,1.29,5.16
2024-01-25,Magasin_3,Produit_2,5,Sur place,14.31,71.55
2024-01-25,Magasin_3,Produit_6,4,Sur place,3.18,12.72
2024-01-25,Magasin_3,Produit_19,4,À emporter,7.05,28.2
2024-01-25,Magasin_3,Produit_5,5,Sur place,3.18,15.9
2024-01-25,Magasin_3,Produit_20,7,À emporter,5.08,35.56
2024-01-25,Magasin_3,Produit_12,6,À emporter,14.58,87.48
2024-01-25,Magasin_3,Produit_14,6,À emporter,3.97,23.82
2024-01-25,Magasin_3,Produit_18,8,Sur place,8.35,66.8
2024-01-25,Magasin_3,Produit_17,5,Sur place,5.26,26.299999999999997
2024-01-25,Magasin_4,Produit_17,2,Sur place,5.26,10.52
2024-01-25,Magasin_4,Produit_7,4,À emporter,1.81,7.24
2024-01-25,Magasin_4,Produit_2,6,Sur place,14.31,85.86
2024-01-25,Magasin_4,Produit_13,3,Sur place,12.65,37.95
2024-01-25,Magasin_4,Produit_10,3,Sur place,10.91,32.730000000000004
2024-01-25,Magasin_4,Produit_5,5,À emporter,3.18,15.9
2024-01-25,Magasin_4,Produit_16,5,À emporter,3.57,17.849999999999998
2024-01-25,Magasin_4,Produit_11,6,Sur place,1.29,7.74
2024-01-25,Magasin_4,Produit_8,2,À emporter,13.13,26.26
2024-01-25,Magasin_4,Produit_9,6,À emporter,9.42,56.519999999999996
2024-01-25,Magasin_5,Produit_19,4,Sur place,7.05,28.2
2024-01-25,Magasin_5,Produit_11,3,Sur place,1.29,3.87
2024-01-25,Magasin_5,Produit_3,4,Sur place,11.25,45.0
2024-01-25,Magasin_5,Produit_15,2,À emporter,3.55,7.1
2024-01-25,Magasin_5,Produit_14,6,À emporter,3.97,23.82
2024-01-25,Magasin_5,Produit_7,8,Sur place,1.81,14.48
2024-01-25,Magasin_5,Produit_8,5,À emporter,13.13,65.65
2024-01-25,Magasin_5,Produit_5,6,Sur place,3.18,19.080000000000002
2024-01-25,Magasin_5,Produit_12,5,À emporter,14.58,72.9
2024-01-25,Magasin_5,Produit_20,5,À emporter,5.08,25.4
2024-01-26,Magasin_1,Produit_17,6,Sur place,5.26,31.56
2024-01-26,Magasin_1,Produit_8,4,À emporter,13.13,52.52
2024-01-26,Magasin_1,Produit_19,4,Sur place,7.05,28.2
2024-01-26,Magasin_1,Produit_12,5,À emporter,14.58,72.9
2024-01-26,Magasin_1,Produit_11,5,Sur place,1.29,6.45
2024-01-26,Magasin_1,Produit_16,4,À emporter,3.57,14.28
2024-01-26,Magasin_1,Produit_7,4,À emporter,1.81,7.24
2024-01-26,Magasin_1,Produit_5,7,Sur place,3.18,22.26
2024-01-26,Magasin_1,Produit_6,5,Sur place,3.18,15.9
2024-01-26,Magasin_1,Produit_4,4,À emporter,9.38,37.52
2024-01-26,Magasin_2,Produit_1,3,Sur place,6.24,18.72
2024-01-26,Magasin_2,Produit_15,9,Sur place,3.55,31.95
2024-01-26,Magasin_2,Produit_17,6,À emporter,5.26,31.56
2024-01-26,Magasin_2,Produit_8,6,À emporter,13.13,78.78
2024-01-26,Magasin_2,Produit_13,4,Sur place,12.65,50.6
2024-01-26,Magasin_2,Produit_11,7,À emporter,1.29,9.030000000000001
2024-01-26,Magasin_2,Produit_7,6,Sur place,1.81,10.86
2024-01-26,Magasin_2,Produit_16,6,À emporter,3.57,21.419999999999998
2024-01-26,Magasin_2,Produit_2,2,À emporter,14.31,28.62
2024-01-26,Magasin_2,Produit_18,6,À emporter,8.35,50.099999999999994
2024-01-26,Magasin_3,Produit_13,4,À emporter,12.65,50.6
2024-01-26,Magasin_3,Produit_9,7,À emporter,9.42,65.94
2024-01-26,Magasin_3,Produit_7,8,À emporter,1.81,14.48
2024-01-26,Magasin_3,Produit_18,6,Sur place,8.35,50.099999999999994
2024-01-26,Magasin_3,Produit_3,3,Sur place,11.25,33.75
2024-01-26,Magasin_3,Produit_16,4,À emporter,3.57,14.28
2024-01-26,Magasin_3,Produit_11,5,À emporter,1.29,6.45
2024-01-26,Magasin_3,Produit_12,3,Sur place,14.58,43.74
2024-01-26,Magasin_3,Produit_15,5,Sur place,3.55,17.75
2024-01-26,Magasin_3,Produit_2,8,À emporter,14.31,114.48
2024-01-26,Magasin_4,Produit_5,8,Sur place,3.18,25.44
2024-01-26,Magasin_4,Produit_14,5,À emporter,3.97,19.85
2024-01-26,Magasin_4,Produit_4,5,À emporter,9.38,46.900000000000006
2024-01-26,Magasin_4,Produit_17,8,À emporter,5.26,42.08
2024-01-26,Magasin_4,Produit_15,5,À emporter,3.55,17.75
2024-01-26,Magasin_4,Produit_11,4,Sur place,1.29,5.16
2024-01-26,Magasin_4,Produit_6,3,Sur place,3.18,9.540000000000001
2024-01-26,Magasin_4,Produit_20,7,À emporter,5.08,35.56
2024-01-26,Magasin_4,Produit_2,4,Sur place,14.31,57.24
2024-01-26,Magasin_4,Produit_19,4,Sur place,7.05,28.2
2024-01-26,Magasin_5,Produit_14,5,À emporter,3.97,19.85
2024-01-26,Magasin_5,Produit_20,3,À emporter,5.08,15.24
2024-01-26,Magasin_5,Produit_16,5,À emporter,3.57,17.849999999999998
2024-01-26,Magasin_5,Produit_10,4,À emporter,10.91,43.64
2024-01-26,Magasin_5,Produit_18,6,Sur place,8.35,50.099999999999994
2024-01-26,Magasin_5,Produit_1,5,Sur place,6.24,31.200000000000003
2024-01-26,Magasin_5,Produit_15,5,Sur place,3.55,17.75
2024-01-26,Magasin_5,Produit_8,2,Sur place,13.13,26.26
2024-01-26,Magasin_5,Produit_11,5,Sur place,1.29,6.45
2024-01-26,Magasin_5,Produit_7,3,À emporter,1.81,5.43
2024-01-27,Magasin_1,Produit_14,3,À emporter,3.97,11.91
2024-01-27,Magasin_1,Produit_3,5,À emporter,11.25,56.25
2024-01-27,Magasin_1,Produit_15,4,À emporter,3.55,14.2
2024-01-27,Magasin_1,Produit_20,3,Sur place,5.08,15.24
2024-01-27,Magasin_1,Produit_6,4,À emporter,3.18,12.72
2024-01-27,Magasin_1,Produit_19,2,Sur place,7.05,14.1
2024-01-27,Magasin_1,Produit_1,6,À emporter,6.24,37.44
2024-01-27,Magasin_1,Produit_13,7,À emporter,12.65,88.55
